"","gender","age","income","religion","marital","education","ideol","imp_rel","empl_status","exp1_trt","exp1_dv_willing","exp1_dv2","exp2_trt","re_id","ccode","idyear","Religious_Denom","exp2_dv","job_worry","exp1_dv","strong_leader_good","exp1_comply"
"1866",1,29,3,31,1,7,1,4,3,4,1,4,2,4329222,750,"4329222_2001","Hindu",NA,NA,NA,0,1
"1867",2,22,3,31,5,3,10,1,7,4,1,4,3,4329223,750,"4329223_2001","Hindu",NA,NA,NA,0,1
"1868",1,26,5,31,5,6,5,2,7,1,1,4,4,4329224,750,"4329224_2001","Hindu",NA,NA,NA,1,1
"1869",1,24,4,31,5,9,5,1,3,4,1,4,3,4329225,750,"4329225_2001","Hindu",NA,NA,NA,0,1
"1870",2,22,4,31,5,9,5,1,7,4,1,4,4,4329226,750,"4329226_2001","Hindu",NA,NA,NA,0,1
"1871",2,46,4,31,1,6,5,1,6,4,1,4,4,4329227,750,"4329227_2001","Hindu",NA,NA,NA,0,1
"1872",2,22,5,31,1,9,5,1,7,4,1,4,4,4329228,750,"4329228_2001","Hindu",NA,NA,NA,0,1
"1873",1,50,6,31,1,8,5,1,3,4,1,4,4,4329229,750,"4329229_2001","Hindu",NA,NA,NA,0,1
"1874",2,32,5,31,1,7,1,2,6,4,1,4,3,4329230,750,"4329230_2001","Hindu",NA,NA,NA,0,1
"1875",1,59,2,49,1,3,5,2,3,-1,-1,-1,4,4329231,750,"4329231_2001","Muslim",NA,NA,NA,NA,0
"1876",1,32,2,31,1,2,-1,2,3,-1,2,-1,3,4329232,750,"4329232_2001","Hindu",NA,NA,NA,NA,0
"1877",2,50,3,49,1,3,5,2,6,-1,-1,2,4,4329233,750,"4329233_2001","Muslim",NA,NA,NA,NA,0
"1878",1,45,3,31,1,8,5,1,3,4,1,4,4,4329234,750,"4329234_2001","Hindu",NA,NA,NA,0,1
"1879",1,39,2,31,1,3,5,2,3,4,1,4,4,4329235,750,"4329235_2001","Hindu",NA,NA,NA,0,1
"1880",1,46,3,49,1,3,5,1,3,4,1,-1,4,4329236,750,"4329236_2001","Muslim",NA,NA,NA,0,1
"1881",1,20,3,49,5,8,5,1,7,4,1,4,3,4329237,750,"4329237_2001","Muslim",NA,NA,NA,0,1
"1882",1,68,5,31,1,3,5,1,5,4,1,2,4,4329238,750,"4329238_2001","Hindu",NA,NA,NA,0,1
"1883",2,59,2,31,5,7,5,1,3,4,-1,4,3,4329239,750,"4329239_2001","Hindu",NA,NA,NA,0,1
"1884",1,26,3,49,5,7,10,2,7,1,1,4,2,4329250,750,"4329250_2001","Muslim",NA,NA,NA,1,1
"1885",1,29,3,31,1,9,5,2,3,1,1,4,3,4329251,750,"4329251_2001","Hindu",NA,NA,NA,1,1
"1886",1,32,2,31,1,7,-1,2,3,-1,1,-1,3,4329252,750,"4329252_2001","Hindu",NA,NA,NA,NA,0
"1887",1,28,2,31,1,3,-1,2,3,-1,1,-1,3,4329253,750,"4329253_2001","Hindu",NA,NA,NA,NA,0
"1888",2,39,2,31,1,6,-1,1,6,-1,-1,-1,3,4329254,750,"4329254_2001","Hindu",NA,NA,NA,NA,0
"1889",1,21,2,31,5,8,5,2,7,1,1,-1,1,4329255,750,"4329255_2001","Hindu",NA,NA,NA,1,1
"1890",1,53,3,31,1,6,10,2,3,4,1,-1,3,4329256,750,"4329256_2001","Hindu",NA,NA,NA,0,1
"1891",1,47,2,31,1,2,5,1,3,-1,1,4,4,4329257,750,"4329257_2001","Hindu",NA,NA,NA,NA,0
"1892",2,45,2,31,1,6,5,1,6,-1,-1,-1,4,4329258,750,"4329258_2001","Hindu",NA,NA,NA,NA,0
"1893",2,18,3,31,5,8,10,2,7,1,1,2,4,4329259,750,"4329259_2001","Hindu",NA,NA,NA,1,1
"1894",1,46,4,31,1,7,5,1,1,2,1,4,2,4329260,750,"4329260_2001","Hindu",NA,NA,NA,1,1
"1895",1,29,2,31,5,6,5,1,3,4,1,3,4,4329261,750,"4329261_2001","Hindu",NA,NA,NA,0,1
"1896",1,30,3,49,1,6,1,2,3,4,1,-1,3,4329262,750,"4329262_2001","Muslim",NA,NA,NA,0,1
"1897",1,40,2,49,1,1,5,1,3,4,1,-1,3,4329263,750,"4329263_2001","Muslim",NA,NA,NA,0,1
"1898",1,23,3,31,5,9,5,2,3,4,1,-1,3,4329264,750,"4329264_2001","Hindu",NA,NA,NA,0,1
"1899",1,25,3,49,5,9,5,1,3,4,1,2,3,4329265,750,"4329265_2001","Muslim",NA,NA,NA,0,1
"1900",1,25,4,49,5,9,5,1,7,4,1,3,3,4329266,750,"4329266_2001","Muslim",NA,NA,NA,0,1
"1901",1,49,3,49,1,6,3,2,2,4,1,-1,3,4329267,750,"4329267_2001","Muslim",NA,NA,NA,0,1
"1902",1,29,5,31,1,9,5,4,1,4,1,4,3,4329268,750,"4329268_2001","Hindu",NA,NA,NA,0,1
"1903",1,46,5,49,1,8,5,2,2,4,1,4,4,4329269,750,"4329269_2001","Muslim",NA,NA,NA,0,1
"1904",2,29,3,31,1,1,5,3,6,-1,1,-1,4,4329300,750,"4329300_2001","Hindu",NA,NA,NA,NA,0
"1905",2,20,3,31,1,3,5,1,6,-1,2,-1,4,4329301,750,"4329301_2001","Hindu",NA,NA,NA,NA,0
"1906",1,42,3,49,1,3,1,2,3,3,1,4,4,4329302,750,"4329302_2001","Muslim",NA,NA,NA,0,1
"1907",1,46,3,31,1,3,3,1,1,1,1,-1,4,4329303,750,"4329303_2001","Hindu",NA,NA,NA,1,1
"1908",1,30,4,31,1,3,10,1,1,1,1,-1,4,4329304,750,"4329304_2001","Hindu",NA,NA,NA,1,1
"1909",1,36,5,31,1,6,10,1,1,1,1,-1,4,4329305,750,"4329305_2001","Hindu",NA,NA,NA,1,1
"1910",2,47,5,31,3,9,10,2,8,1,1,-1,4,4329306,750,"4329306_2001","Hindu",NA,NA,NA,1,1
"1911",1,31,5,31,5,9,-1,4,3,1,1,2,3,4329307,750,"4329307_2001","Hindu",NA,NA,NA,1,1
"1912",1,62,5,31,5,9,5,4,5,1,1,4,3,4329308,750,"4329308_2001","Hindu",NA,NA,NA,1,1
"1913",1,68,5,31,1,8,1,4,5,1,1,1,2,4329309,750,"4329309_2001","Hindu",NA,NA,NA,1,1
"1914",1,41,4,49,1,3,1,1,1,1,1,-1,3,4329310,750,"4329310_2001","Muslim",NA,NA,NA,1,1
"1915",1,23,3,49,1,3,-1,2,7,-1,2,-1,4,4329311,750,"4329311_2001","Muslim",NA,NA,NA,NA,0
"1916",1,75,3,49,1,2,1,1,5,1,1,-1,1,4329312,750,"4329312_2001","Muslim",NA,NA,NA,1,1
"1917",2,32,2,31,1,1,1,4,6,-1,2,-1,-1,4329313,750,"4329313_2001","Hindu",NA,NA,NA,NA,0
"1918",2,25,3,31,1,3,1,4,6,-1,2,-1,-1,4329314,750,"4329314_2001","Hindu",NA,NA,NA,NA,0
"1919",1,55,3,31,5,2,-1,1,3,1,1,4,2,4329315,750,"4329315_2001","Hindu",NA,NA,NA,1,1
"1920",1,48,2,49,1,6,1,1,3,3,1,-1,3,4329316,750,"4329316_2001","Muslim",NA,NA,NA,0,1
"1921",1,38,3,31,1,3,1,1,1,-1,1,-1,4,4329317,750,"4329317_2001","Hindu",NA,NA,NA,NA,0
"1922",1,31,3,49,1,7,3,4,1,4,1,4,4,4329320,750,"4329320_2001","Muslim",NA,NA,NA,0,1
"1923",1,65,4,31,1,6,-1,1,5,1,1,4,3,4329321,750,"4329321_2001","Hindu",NA,NA,NA,1,1
"1924",1,52,2,31,1,2,5,2,1,1,1,-1,3,4329322,750,"4329322_2001","Hindu",NA,NA,NA,1,1
"1925",1,68,3,64,1,6,1,1,3,3,1,4,4,4329323,750,"4329323_2001","Roman Catholic",NA,NA,NA,0,1
"1926",1,27,2,31,1,8,1,4,2,1,1,4,-1,4329324,750,"4329324_2001","Hindu",NA,NA,NA,1,1
"1927",2,45,5,31,1,6,10,1,6,1,1,-1,3,4329325,750,"4329325_2001","Hindu",NA,NA,NA,1,1
"1928",1,32,4,31,1,8,1,2,3,1,1,4,4,4329326,750,"4329326_2001","Hindu",NA,NA,NA,1,1
"1929",2,40,3,31,1,1,1,1,6,-1,1,-1,4,4329327,750,"4329327_2001","Hindu",NA,NA,NA,NA,0
"1930",1,36,3,49,1,3,-1,3,1,1,1,-1,4,4329328,750,"4329328_2001","Muslim",NA,NA,NA,1,1
"1931",2,35,2,31,1,1,1,1,6,-1,2,-1,4,4329329,750,"4329329_2001","Hindu",NA,NA,NA,NA,0
"1932",1,32,6,31,5,9,1,4,1,1,-1,2,2,4329330,750,"4329330_2001","Hindu",NA,NA,NA,1,1
"1933",2,24,4,31,1,9,-1,1,6,1,1,4,1,4329331,750,"4329331_2001","Hindu",NA,NA,NA,1,1
"1934",2,30,2,31,4,2,-1,1,1,-1,1,-1,4,4329332,750,"4329332_2001","Hindu",NA,NA,NA,NA,0
"1935",2,49,3,49,1,1,-1,1,6,-1,2,-1,4,4329333,750,"4329333_2001","Muslim",NA,NA,NA,NA,0
"1936",2,49,3,49,1,1,5,1,2,-1,1,-1,2,4329334,750,"4329334_2001","Muslim",NA,NA,NA,NA,0
"1937",1,29,3,49,1,3,-1,4,1,1,1,-1,4,4329335,750,"4329335_2001","Muslim",NA,NA,NA,1,1
"1938",1,40,3,49,1,6,1,4,1,1,1,-1,4,4329336,750,"4329336_2001","Muslim",NA,NA,NA,1,1
"1939",2,79,3,49,1,1,1,1,6,-1,2,-1,-1,4329337,750,"4329337_2001","Muslim",NA,NA,NA,NA,0
"1940",1,51,3,49,1,2,3,1,1,1,1,-1,4,4329338,750,"4329338_2001","Muslim",NA,NA,NA,1,1
"1941",2,49,3,49,1,1,1,2,2,-1,1,-1,4,4329339,750,"4329339_2001","Muslim",NA,NA,NA,NA,0
"1942",1,55,5,31,1,9,1,3,1,4,1,4,3,4329350,750,"4329350_2001","Hindu",NA,NA,NA,0,1
"1943",1,25,3,31,5,9,5,4,7,1,1,-1,2,4329351,750,"4329351_2001","Hindu",NA,NA,NA,1,1
"1944",2,72,4,31,1,1,5,1,6,-1,1,-1,4,4329352,750,"4329352_2001","Hindu",NA,NA,NA,NA,0
"1945",2,70,4,31,1,1,-1,3,6,-1,2,-1,4,4329353,750,"4329353_2001","Hindu",NA,NA,NA,NA,0
"1946",2,57,5,49,1,1,10,1,6,-1,2,-1,4,4329354,750,"4329354_2001","Muslim",NA,NA,NA,NA,0
"1947",2,44,4,31,1,3,5,4,6,1,1,1,1,4329355,750,"4329355_2001","Hindu",NA,NA,NA,1,1
"1948",2,66,3,31,1,1,-1,1,6,-1,2,-1,4,4329356,750,"4329356_2001","Hindu",NA,NA,NA,NA,0
"1949",1,46,4,31,1,8,10,4,1,1,1,-1,4,4329357,750,"4329357_2001","Hindu",NA,NA,NA,1,1
"1950",2,26,5,31,1,8,-1,1,6,1,1,1,2,4329358,750,"4329358_2001","Hindu",NA,NA,NA,1,1
"1951",1,47,5,31,1,9,10,1,3,1,1,3,2,4329359,750,"4329359_2001","Hindu",NA,NA,NA,1,1
"1952",1,26,4,31,5,9,5,3,3,1,1,4,4,4329360,750,"4329360_2001","Hindu",NA,NA,NA,1,1
"1953",2,77,5,31,1,1,1,1,6,-1,2,-1,1,4329361,750,"4329361_2001","Hindu",NA,NA,NA,NA,0
"1954",2,25,5,31,5,8,8,4,7,1,1,2,3,4329362,750,"4329362_2001","Hindu",NA,NA,NA,1,1
"1955",1,24,5,31,5,9,10,4,3,1,1,2,4,4329363,750,"4329363_2001","Hindu",NA,NA,NA,1,1
"1956",1,44,5,31,1,7,5,1,3,3,1,4,1,4329364,750,"4329364_2001","Hindu",NA,NA,NA,0,1
"1957",2,67,5,49,1,1,1,1,6,-1,2,-1,4,4329365,750,"4329365_2001","Muslim",NA,NA,NA,NA,0
"1958",2,31,4,49,1,3,5,1,2,1,1,2,4,4329366,750,"4329366_2001","Muslim",NA,NA,NA,1,1
"1959",2,57,5,49,1,1,10,1,6,-1,1,-1,4,4329367,750,"4329367_2001","Muslim",NA,NA,NA,NA,0
"1960",2,41,5,31,1,6,10,1,6,1,1,-1,3,4329368,750,"4329368_2001","Hindu",NA,NA,NA,1,1
"1961",1,46,6,31,1,9,1,1,1,4,1,1,4,4320900,750,"4320900_2001","Hindu",NA,NA,NA,0,1
"1962",2,25,6,53,6,9,5,2,7,4,2,1,3,4320901,750,"4320901_2001","Other",NA,NA,NA,0,1
"1963",2,44,-1,31,1,9,10,2,6,1,-1,3,2,4320902,750,"4320902_2001","Hindu",NA,NA,NA,1,1
"1964",1,18,6,38,6,8,-1,2,7,2,1,1,3,4320903,750,"4320903_2001","Jain",NA,NA,NA,1,1
"1965",1,35,3,31,6,7,1,1,1,1,1,-1,2,4320904,750,"4320904_2001","Hindu",NA,NA,NA,1,1
"1966",2,43,3,49,1,1,-1,2,2,-1,1,-1,-1,4320905,750,"4320905_2001","Muslim",NA,NA,NA,NA,0
"1967",1,46,7,31,1,9,8,1,3,1,-1,4,-1,4320906,750,"4320906_2001","Hindu",NA,NA,NA,1,1
"1968",2,21,6,38,6,9,-1,2,7,2,1,2,3,4320907,750,"4320907_2001","Jain",NA,NA,NA,1,1
"1969",2,32,6,31,1,9,8,1,1,-1,1,2,3,4320908,750,"4320908_2001","Hindu",NA,NA,NA,NA,0
"1970",1,20,7,31,6,8,-1,2,7,1,2,4,3,4320909,750,"4320909_2001","Hindu",NA,NA,NA,1,1
"1971",1,21,6,31,6,9,5,1,7,2,1,3,2,4320910,750,"4320910_2001","Hindu",NA,NA,NA,1,1
"1972",2,39,-1,31,1,8,-1,1,7,2,1,2,2,4320911,750,"4320911_2001","Hindu",NA,NA,NA,1,1
"1973",1,22,7,0,6,9,-1,3,2,-1,1,3,1,4320912,750,"4320912_2001","None",NA,NA,NA,NA,0
"1974",2,18,6,31,6,8,-1,2,7,2,1,1,1,4320913,750,"4320913_2001","Hindu",NA,NA,NA,1,1
"1975",2,48,6,31,1,9,-1,1,7,1,1,2,2,4320914,750,"4320914_2001","Hindu",NA,NA,NA,1,1
"1976",2,24,5,31,6,2,5,1,7,2,1,2,2,4320915,750,"4320915_2001","Hindu",NA,NA,NA,1,1
"1977",1,25,4,0,6,9,5,2,7,2,1,1,-1,4320916,750,"4320916_2001","None",NA,NA,NA,1,1
"1978",1,26,9,31,6,-1,-1,1,1,1,1,3,1,4320950,750,"4320950_2001","Hindu",NA,NA,NA,1,1
"1979",1,49,6,71,1,6,10,1,1,1,1,2,1,4320951,750,"4320951_2001","Sikh",NA,NA,NA,1,1
"1980",1,65,7,71,1,9,5,1,5,3,1,3,3,4320952,750,"4320952_2001","Sikh",NA,NA,NA,0,1
"1981",2,35,5,71,1,9,-1,2,7,4,2,1,3,4320953,750,"4320953_2001","Sikh",NA,NA,NA,0,1
"1982",1,49,6,71,6,9,-1,1,3,4,1,-1,-1,4320954,750,"4320954_2001","Sikh",NA,NA,NA,0,1
"1983",1,65,7,71,1,7,8,1,5,4,1,1,2,4320955,750,"4320955_2001","Sikh",NA,NA,NA,0,1
"1984",2,38,8,71,1,9,-1,2,1,3,1,1,3,4320956,750,"4320956_2001","Sikh",NA,NA,NA,0,1
"1985",1,71,6,71,1,9,5,1,5,3,1,2,3,4320957,750,"4320957_2001","Sikh",NA,NA,NA,0,1
"1986",2,18,7,71,6,7,-1,2,7,1,1,-1,3,4320958,750,"4320958_2001","Sikh",NA,NA,NA,1,1
"1987",1,40,5,31,1,9,1,3,3,3,-1,1,3,4320959,750,"4320959_2001","Hindu",NA,NA,NA,0,1
"1988",1,24,9,-2,6,9,-1,2,7,1,1,-1,2,4320960,750,"4320960_2001","No answer",NA,NA,NA,1,1
"1989",2,30,7,31,1,9,-1,3,1,2,-1,3,3,4320961,750,"4320961_2001","Hindu",NA,NA,NA,1,1
"1990",2,25,6,31,6,9,-1,3,7,2,1,2,3,4320962,750,"4320962_2001","Hindu",NA,NA,NA,1,1
"1991",2,25,6,31,6,9,5,1,7,1,1,2,1,4320963,750,"4320963_2001","Hindu",NA,NA,NA,1,1
"1992",2,20,3,71,6,8,5,1,2,1,1,-1,3,4320964,750,"4320964_2001","Sikh",NA,NA,NA,1,1
"1993",1,33,6,31,6,9,-1,4,3,2,1,3,1,4320965,750,"4320965_2001","Hindu",NA,NA,NA,1,1
"1994",2,41,7,71,1,9,-1,1,7,2,-1,2,3,4320966,750,"4320966_2001","Sikh",NA,NA,NA,1,1
"1995",2,55,8,31,1,7,-1,4,7,4,2,3,2,4320967,750,"4320967_2001","Hindu",NA,NA,NA,0,1
"1996",1,21,6,71,1,9,-1,2,7,2,1,2,3,4320968,750,"4320968_2001","Sikh",NA,NA,NA,1,1
"1997",1,68,6,0,1,7,-1,4,5,1,1,3,3,4320969,750,"4320969_2001","None",NA,NA,NA,1,1
"1998",1,50,6,71,1,7,10,1,5,-1,1,1,3,4320970,750,"4320970_2001","Sikh",NA,NA,NA,NA,0
"1999",1,46,6,31,1,6,-1,2,1,1,1,1,4,4320971,750,"4320971_2001","Hindu",NA,NA,NA,1,1
"2000",1,22,4,0,6,9,5,2,7,2,1,1,-1,4320972,750,"4320972_2001","None",NA,NA,NA,1,1
"2001",1,30,9,31,6,-1,-1,1,1,1,1,3,1,4320974,750,"4320974_2001","Hindu",NA,NA,NA,1,1
"2002",2,22,6,53,6,9,5,2,7,4,2,1,3,4320977,750,"4320977_2001","Other",NA,NA,NA,0,1
"2003",1,28,4,6,6,9,3,4,-2,2,1,1,3,5320101,750,"5320101_2006","Hindu",2,NA,NA,1,1
"2004",1,32,5,-2,1,9,5,1,2,1,2,1,4,5320102,750,"5320102_2006","No answer/refused",2,NA,NA,1,1
"2005",2,26,3,6,1,9,5,3,5,4,1,2,2,5320103,750,"5320103_2006","Hindu",3,NA,NA,0,1
"2006",1,28,4,-2,1,8,5,4,1,3,1,2,3,5320104,750,"5320104_2006","No answer/refused",1,NA,NA,0,1
"2007",2,26,3,6,1,7,7,3,-2,2,2,1,2,5320105,750,"5320105_2006","Hindu",1,NA,NA,1,1
"2008",2,20,6,6,6,8,5,3,-2,2,1,3,2,5320106,750,"5320106_2006","Hindu",1,NA,NA,1,1
"2009",1,20,4,5,6,8,5,2,-2,3,1,1,2,5320107,750,"5320107_2006","Muslim",2,NA,NA,0,1
"2010",2,20,4,6,6,7,1,4,-2,4,2,1,2,5320108,750,"5320108_2006","Hindu",2,NA,NA,0,1
"2011",1,23,6,9,6,9,5,1,7,3,1,1,2,5320109,750,"5320109_2006","Other",1,NA,NA,0,1
"2012",2,38,3,5,1,8,7,1,5,4,1,2,1,5320110,750,"5320110_2006","Muslim",1,NA,NA,0,1
"2013",1,46,6,9,1,9,5,4,1,2,1,2,2,5320111,750,"5320111_2006","Other",1,NA,NA,1,1
"2014",1,18,4,-2,6,6,5,1,-2,3,1,1,1,5320112,750,"5320112_2006","No answer/refused",2,NA,NA,0,1
"2015",1,54,5,6,1,8,3,2,7,4,1,1,2,5320113,750,"5320113_2006","Hindu",2,NA,NA,0,1
"2016",1,30,3,6,1,8,3,4,3,3,2,2,2,5320116,750,"5320116_2006","Hindu",1,NA,NA,0,1
"2017",1,23,4,6,6,9,-1,4,-2,2,1,1,3,5320117,750,"5320117_2006","Hindu",2,NA,NA,1,1
"2018",1,19,3,-2,6,8,-1,4,-2,3,1,2,2,5320118,750,"5320118_2006","No answer/refused",2,NA,NA,0,1
"2019",1,26,5,6,6,9,7,3,3,2,1,2,2,5320119,750,"5320119_2006","Hindu",1,NA,NA,1,1
"2020",1,32,5,6,1,9,5,3,1,2,1,1,2,5320120,750,"5320120_2006","Hindu",1,NA,NA,1,1
"2021",2,54,4,6,1,8,5,4,5,2,-1,1,3,5320121,750,"5320121_2006","Hindu",1,NA,NA,1,1
"2022",2,22,7,6,6,9,5,3,-2,3,1,-1,2,5320122,750,"5320122_2006","Hindu",1,NA,NA,0,1
"2023",2,36,3,6,1,7,-1,3,5,3,1,1,3,5320123,750,"5320123_2006","Hindu",1,NA,NA,0,1
"2024",2,37,3,6,1,7,5,4,5,2,2,1,2,5320124,750,"5320124_2006","Hindu",1,NA,NA,1,1
"2025",2,29,5,6,1,9,5,4,5,2,2,1,4,5320125,750,"5320125_2006","Hindu",2,NA,NA,1,1
"2026",2,33,4,6,1,8,5,4,5,3,2,1,4,5320126,750,"5320126_2006","Hindu",1,NA,NA,0,1
"2027",2,27,6,6,6,9,5,4,7,3,-1,1,2,5320127,750,"5320127_2006","Hindu",2,NA,NA,0,1
"2028",2,21,4,-2,6,9,-1,4,7,2,-1,1,3,5320128,750,"5320128_2006","No answer/refused",2,NA,NA,1,1
"2029",2,20,4,6,6,8,3,2,-2,3,2,2,4,5320131,750,"5320131_2006","Hindu",3,NA,NA,0,1
"2030",1,24,6,6,6,9,1,1,-2,3,1,2,3,5320132,750,"5320132_2006","Hindu",2,NA,NA,0,1
"2031",1,23,3,6,6,6,10,2,3,2,1,2,3,5320133,750,"5320133_2006","Hindu",2,NA,NA,1,1
"2032",1,31,2,6,1,8,5,2,1,3,1,3,2,5320134,750,"5320134_2006","Hindu",3,NA,NA,0,1
"2033",1,47,2,6,1,3,5,2,1,3,1,3,4,5320135,750,"5320135_2006","Hindu",2,NA,NA,0,1
"2034",2,22,5,6,6,9,5,3,-2,3,1,2,2,5320136,750,"5320136_2006","Hindu",2,NA,NA,0,1
"2035",1,37,4,6,1,9,10,1,1,2,1,4,3,5320137,750,"5320137_2006","Hindu",1,NA,NA,1,1
"2036",1,39,5,6,1,9,1,3,1,3,1,2,2,5320138,750,"5320138_2006","Hindu",2,NA,NA,0,1
"2037",2,34,8,6,1,9,7,1,5,3,2,2,4,5320139,750,"5320139_2006","Hindu",2,NA,NA,0,1
"2038",1,46,4,6,1,8,5,3,1,3,1,2,2,5320140,750,"5320140_2006","Hindu",2,NA,NA,0,1
"2039",1,26,4,5,6,8,7,1,7,2,1,3,3,5320141,750,"5320141_2006","Muslim",2,NA,NA,1,1
"2040",1,36,5,6,1,9,7,3,1,3,1,2,2,5320142,750,"5320142_2006","Hindu",2,NA,NA,0,1
"2041",2,19,5,6,6,8,7,3,-2,3,1,2,2,5320143,750,"5320143_2006","Hindu",2,NA,NA,0,1
"2042",2,26,5,6,2,9,5,1,2,2,1,1,3,5320146,750,"5320146_2006","Hindu",1,NA,NA,1,1
"2043",2,40,6,6,1,8,10,1,5,2,1,3,3,5320147,750,"5320147_2006","Hindu",2,NA,NA,1,1
"2044",2,43,5,6,1,7,5,3,5,3,1,2,2,5320148,750,"5320148_2006","Hindu",2,NA,NA,0,1
"2045",2,32,6,6,1,8,5,1,5,2,1,2,3,5320149,750,"5320149_2006","Hindu",1,NA,NA,1,1
"2046",1,35,6,6,1,9,5,3,1,3,1,2,2,5320150,750,"5320150_2006","Hindu",2,NA,NA,0,1
"2047",1,20,7,6,6,8,7,3,-2,3,1,2,2,5320151,750,"5320151_2006","Hindu",2,NA,NA,0,1
"2048",1,23,7,6,6,9,7,2,-2,3,1,3,2,5320152,750,"5320152_2006","Hindu",3,NA,NA,0,1
"2049",1,52,10,6,1,9,7,1,1,1,1,3,3,5320153,750,"5320153_2006","Hindu",1,NA,NA,1,1
"2050",2,26,8,6,1,9,5,3,2,3,1,2,2,5320154,750,"5320154_2006","Hindu",3,NA,NA,0,1
"2051",2,44,1,6,1,6,3,2,5,3,1,2,2,5320155,750,"5320155_2006","Hindu",3,NA,NA,0,1
"2052",2,48,7,6,1,9,7,2,1,3,1,2,2,5320156,750,"5320156_2006","Hindu",3,NA,NA,0,1
"2053",1,58,9,6,1,9,1,2,1,4,1,2,3,5320157,750,"5320157_2006","Hindu",3,NA,NA,0,1
"2054",1,20,8,6,6,9,5,3,-2,4,1,2,2,5320158,750,"5320158_2006","Hindu",3,NA,NA,0,1
"2055",1,26,10,6,1,3,7,2,-2,1,2,-1,4,5320203,750,"5320203_2006","Hindu",4,NA,NA,1,1
"2056",1,65,1,6,1,2,-1,1,-2,4,1,4,3,5320204,750,"5320204_2006","Hindu",1,NA,NA,0,1
"2057",1,40,5,6,1,7,5,1,2,3,1,2,2,5320205,750,"5320205_2006","Hindu",-1,NA,NA,0,1
"2058",2,23,4,6,1,3,-1,1,-2,-1,-1,-1,-1,5320209,750,"5320209_2006","Hindu",4,NA,NA,NA,0
"2059",1,43,5,6,1,9,-1,1,2,3,1,4,3,5320210,750,"5320210_2006","Hindu",4,NA,NA,0,1
"2060",2,75,6,6,1,1,-1,-1,-2,-1,-1,-1,-1,5320213,750,"5320213_2006","Hindu",4,NA,NA,NA,0
"2061",1,34,5,6,1,8,-1,2,2,4,1,4,4,5320216,750,"5320216_2006","Hindu",4,NA,NA,0,1
"2062",2,35,6,6,1,8,7,1,5,1,2,4,3,5320217,750,"5320217_2006","Hindu",2,NA,NA,1,1
"2063",2,50,7,6,1,1,-1,1,-2,3,2,4,3,5320218,750,"5320218_2006","Hindu",3,NA,NA,0,1
"2064",2,42,1,6,1,1,7,2,5,-1,2,-1,3,5320220,750,"5320220_2006","Hindu",2,NA,NA,NA,0
"2065",1,55,3,6,1,1,-1,2,1,-1,1,-1,4,5320221,750,"5320221_2006","Hindu",3,NA,NA,NA,0
"2066",1,34,1,6,1,9,-1,1,2,2,1,4,3,5320222,750,"5320222_2006","Hindu",4,NA,NA,1,1
"2067",1,41,4,6,1,2,-1,2,1,-1,1,-1,3,5320227,750,"5320227_2006","Hindu",1,NA,NA,NA,0
"2068",2,30,3,6,1,3,7,1,5,2,1,-1,4,5320228,750,"5320228_2006","Hindu",2,NA,NA,1,1
"2069",1,50,5,6,1,6,-1,1,1,2,1,-1,3,5320229,750,"5320229_2006","Hindu",2,NA,NA,1,1
"2070",2,45,5,6,1,6,-1,2,1,1,1,-1,3,5320230,750,"5320230_2006","Hindu",1,NA,NA,1,1
"2071",1,23,5,6,6,7,-1,3,1,2,2,-1,3,5320232,750,"5320232_2006","Hindu",2,NA,NA,1,1
"2072",1,47,5,6,1,6,-1,2,1,1,1,-1,3,5320233,750,"5320233_2006","Hindu",2,NA,NA,1,1
"2073",2,70,1,6,1,-2,-1,2,5,2,1,-1,1,5320234,750,"5320234_2006","Hindu",2,NA,NA,1,1
"2074",1,40,3,5,1,9,10,1,1,1,1,3,3,5320236,750,"5320236_2006","Muslim",1,NA,NA,1,1
"2075",2,30,3,6,1,6,-1,4,1,4,1,-1,4,5320241,750,"5320241_2006","Hindu",2,NA,NA,0,1
"2076",1,31,5,6,1,6,-1,-1,5,-1,1,-1,4,5320243,750,"5320243_2006","Hindu",4,NA,NA,NA,0
"2077",1,28,2,6,1,1,-1,3,-2,-1,1,-1,4,5320244,750,"5320244_2006","Hindu",2,NA,NA,NA,0
"2078",1,40,4,6,1,2,-1,2,-2,3,1,-1,3,5320245,750,"5320245_2006","Hindu",4,NA,NA,0,1
"2079",1,35,5,6,1,7,5,-1,3,4,1,-1,3,5320250,750,"5320250_2006","Hindu",2,NA,NA,0,1
"2080",1,44,5,6,1,7,-1,2,1,2,1,-1,4,5320251,750,"5320251_2006","Hindu",2,NA,NA,1,1
"2081",2,75,5,6,5,1,-1,-1,5,-1,1,-1,4,5320252,750,"5320252_2006","Hindu",1,NA,NA,NA,0
"2082",2,50,6,6,1,6,-1,2,5,2,1,-1,4,5320253,750,"5320253_2006","Hindu",4,NA,NA,1,1
"2083",2,60,2,6,5,-2,-1,-1,5,-1,1,-1,-1,5320254,750,"5320254_2006","Hindu",-1,NA,NA,NA,0
"2084",2,30,4,6,1,2,-1,-1,1,3,1,-1,4,5320255,750,"5320255_2006","Hindu",3,NA,NA,0,1
"2085",1,70,3,6,1,2,-1,3,3,2,1,-1,3,5320256,750,"5320256_2006","Hindu",3,NA,NA,1,1
